,total_played_games,total_won_games,total_draw_games,total_lost_games,total_scored_goals,total_received_goals
messi_vs_nomessi,0.986159169550173,1.2408536585365855,0.7769230769230769,0.5166666666666667,1.2795138888888888,0.7642405063291139
