track_popularity,track_name,track_artists,track_album_name,track_href,track_album_href,track_id,track_album_id,track_album_release_date,track_type,track_album_type,track_is_local,owner_id
10.0,Hawaii-Bombay,['Mecano'],"Ana, José, Nacho",https://api.spotify.com/v1/tracks/5uTk7HiKCNhKwiTxLFRZcs,https://api.spotify.com/v1/albums/4WsyYMyCdQf0Rr6g6mr4x9,5uTk7HiKCNhKwiTxLFRZcs,4WsyYMyCdQf0Rr6g6mr4x9,1998,track,album,False,dannig012
18.0,Mujer Contra Mujer,['Mecano'],"Ana, José, Nacho",https://api.spotify.com/v1/tracks/0Fw5WP079fURiUD56fcvvC,https://api.spotify.com/v1/albums/4WsyYMyCdQf0Rr6g6mr4x9,0Fw5WP079fURiUD56fcvvC,4WsyYMyCdQf0Rr6g6mr4x9,1998,track,album,False,dannig012
14.0,Me Colé en una Fiesta,['Mecano'],"Ana, José, Nacho",https://api.spotify.com/v1/tracks/1T91AMFeeYR1Ffqf37tM3W,https://api.spotify.com/v1/albums/4WsyYMyCdQf0Rr6g6mr4x9,1T91AMFeeYR1Ffqf37tM3W,4WsyYMyCdQf0Rr6g6mr4x9,1998,track,album,False,dannig012
47.0,El 7 de Septiembre,['Mecano'],Esencial Mecano,https://api.spotify.com/v1/tracks/682wKNJue9FGWvwhsFOW90,https://api.spotify.com/v1/albums/1lBa8tErWfTTO3pLuKa2CL,682wKNJue9FGWvwhsFOW90,1lBa8tErWfTTO3pLuKa2CL,2013-06-18,track,album,False,dannig012
68.0,Dear Future Husband,['Meghan Trainor'],Title (Deluxe),https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,https://api.spotify.com/v1/albums/5W98Ab4VvQEuFEE4TIe5fE,3cU2wBxuV6nFiuf6PJZNlC,5W98Ab4VvQEuFEE4TIe5fE,2015-01-09,track,album,False,dannig012
64.0,Lips Are Movin,['Meghan Trainor'],Title (Deluxe),https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/albums/5W98Ab4VvQEuFEE4TIe5fE,6gj08XDlv9Duc2fPOxUmVD,5W98Ab4VvQEuFEE4TIe5fE,2015-01-09,track,album,False,dannig012
66.0,All About That Bass,['Meghan Trainor'],Title (Deluxe),https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/albums/5W98Ab4VvQEuFEE4TIe5fE,5jE48hhRu8E6zBDPRSkEq7,5W98Ab4VvQEuFEE4TIe5fE,2015-01-09,track,album,False,dannig012
76.0,Like I'm Gonna Lose You (feat. John Legend),"['Meghan Trainor', 'John Legend']",Title (Deluxe),https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/albums/5W98Ab4VvQEuFEE4TIe5fE,2YlZnw2ikdb837oKMKjBkW,5W98Ab4VvQEuFEE4TIe5fE,2015-01-09,track,album,False,dannig012
0.0,Cuarenta Nubes,['Miguel Dantart'],Miguel Dantart,https://api.spotify.com/v1/tracks/54QtHyL6gVIqE1GmQGDArL,https://api.spotify.com/v1/albums/4FOAoh1yUPibnEjHJIYZbV,54QtHyL6gVIqE1GmQGDArL,4FOAoh1yUPibnEjHJIYZbV,2010-07-19,track,album,False,dannig012
0.0,En la Boca del Metro,['Miguel Dantart'],Miguel Dantart,https://api.spotify.com/v1/tracks/3CxTg2heoFsYxjOU3vZoTf,https://api.spotify.com/v1/albums/4FOAoh1yUPibnEjHJIYZbV,3CxTg2heoFsYxjOU3vZoTf,4FOAoh1yUPibnEjHJIYZbV,2010-07-19,track,album,False,dannig012
0.0,Dolores Y Jose,['Miguel Dantart'],Cantautores Universales,https://api.spotify.com/v1/tracks/4Rrzg9LbHsFKp3KP03d66F,https://api.spotify.com/v1/albums/5QCqr4YOzZaCKoQ7dZibXM,4Rrzg9LbHsFKp3KP03d66F,5QCqr4YOzZaCKoQ7dZibXM,2004-01-01,track,album,False,dannig012
0.0,Live Your Life,['MIKA'],Live Your Life,https://api.spotify.com/v1/tracks/5uEgsMVsp3Js7LKHOFAwOW,https://api.spotify.com/v1/albums/1xWgke2Op8OqWaCjywHouh,5uEgsMVsp3Js7LKHOFAwOW,1xWgke2Op8OqWaCjywHouh,2013-01-01,track,album,False,dannig012
0.0,We Are Golden,['MIKA'],The Boy Who Knew Too Much (International Standard Version),https://api.spotify.com/v1/tracks/33VIWvgjsUhOsZInf7NMMM,https://api.spotify.com/v1/albums/55nqiX4ngdw8puKF9VIUEc,33VIWvgjsUhOsZInf7NMMM,55nqiX4ngdw8puKF9VIUEc,2009-01-01,track,album,False,dannig012
0.0,One Foot Boy,['MIKA'],The Boy Who Knew Too Much (International Standard Version),https://api.spotify.com/v1/tracks/1r6xtnsinOZGQlGsDoQhMS,https://api.spotify.com/v1/albums/55nqiX4ngdw8puKF9VIUEc,1r6xtnsinOZGQlGsDoQhMS,55nqiX4ngdw8puKF9VIUEc,2009-01-01,track,album,False,dannig012
2.0,Billy Brown,['MIKA'],Life In Cartoon Motion (International EU Version),https://api.spotify.com/v1/tracks/5TXKHMqnaRCskrlJM7XP0C,https://api.spotify.com/v1/albums/3xlKRvPgVhbTt1MFG36GGb,5TXKHMqnaRCskrlJM7XP0C,3xlKRvPgVhbTt1MFG36GGb,2006-01-01,track,album,False,dannig012
1.0,Stuck In The Middle,['MIKA'],Life In Cartoon Motion (International EU Version),https://api.spotify.com/v1/tracks/5N0AmFwvcAHKHDptzkBhLW,https://api.spotify.com/v1/albums/3xlKRvPgVhbTt1MFG36GGb,5N0AmFwvcAHKHDptzkBhLW,3xlKRvPgVhbTt1MFG36GGb,2006-01-01,track,album,False,dannig012
2.0,My Interpretation,['MIKA'],Life In Cartoon Motion (International EU Version),https://api.spotify.com/v1/tracks/6Hi8YxUxA1q4fEaDWGaTes,https://api.spotify.com/v1/albums/3xlKRvPgVhbTt1MFG36GGb,6Hi8YxUxA1q4fEaDWGaTes,3xlKRvPgVhbTt1MFG36GGb,2006-01-01,track,album,False,dannig012
1.0,Happy Ending/Over My Shoulder,['MIKA'],Life In Cartoon Motion (International EU Version),https://api.spotify.com/v1/tracks/62mNFYvLnYgTEQNJYDhcYS,https://api.spotify.com/v1/albums/3xlKRvPgVhbTt1MFG36GGb,62mNFYvLnYgTEQNJYDhcYS,3xlKRvPgVhbTt1MFG36GGb,2006-01-01,track,album,False,dannig012
3.0,Love Today - Napster Live Session,['MIKA'],Napster Live Session EP,https://api.spotify.com/v1/tracks/3yndalTLNyWdfeQqTYHDiw,https://api.spotify.com/v1/albums/2pZNQK0AHeUky0sP3MT1CN,3yndalTLNyWdfeQqTYHDiw,2pZNQK0AHeUky0sP3MT1CN,2006-01-01,track,album,False,dannig012
0.0,Make You Happy,['MIKA'],The Origin Of Love (Deluxe),https://api.spotify.com/v1/tracks/4foRMqR1PQrY0q7rDE8pzd,https://api.spotify.com/v1/albums/1Sv1P3SH3AvrHoN2ku1DFI,4foRMqR1PQrY0q7rDE8pzd,1Sv1P3SH3AvrHoN2ku1DFI,2012-01-01,track,album,False,dannig012
0.0,Celebrate,"['MIKA', 'Pharrell Williams']",The Origin Of Love (Deluxe),https://api.spotify.com/v1/tracks/3UONBVVkMUMBcP8oO6xitn,https://api.spotify.com/v1/albums/1Sv1P3SH3AvrHoN2ku1DFI,3UONBVVkMUMBcP8oO6xitn,1Sv1P3SH3AvrHoN2ku1DFI,2012-01-01,track,album,False,dannig012
0.0,Love You When I'm Drunk,['MIKA'],The Origin Of Love (Deluxe),https://api.spotify.com/v1/tracks/7q8QgbjVZduimzxFVAKE8G,https://api.spotify.com/v1/albums/1Sv1P3SH3AvrHoN2ku1DFI,7q8QgbjVZduimzxFVAKE8G,1Sv1P3SH3AvrHoN2ku1DFI,2012-01-01,track,album,False,dannig012
0.0,Origin Of Love,['MIKA'],The Origin Of Love (Deluxe),https://api.spotify.com/v1/tracks/6CqA82786rj5iWpIRL4DG4,https://api.spotify.com/v1/albums/1Sv1P3SH3AvrHoN2ku1DFI,6CqA82786rj5iWpIRL4DG4,1Sv1P3SH3AvrHoN2ku1DFI,2012-01-01,track,album,False,dannig012
0.0,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,['Norah Jones'],Spotify Singles - Holiday,https://api.spotify.com/v1/tracks/0aijIRae74jztKui03amME,https://api.spotify.com/v1/albums/1fvTKUXus2Arl9o7lQDZEU,0aijIRae74jztKui03amME,1fvTKUXus2Arl9o7lQDZEU,2017-11-29,track,album,False,dannig012
68.0,Come Away With Me,['Norah Jones'],Come Away With Me,https://api.spotify.com/v1/tracks/0Cvjlph1WGbwZY1PlMEtJY,https://api.spotify.com/v1/albums/1JvoMzqg04nC29gam4Qaiq,0Cvjlph1WGbwZY1PlMEtJY,1JvoMzqg04nC29gam4Qaiq,2002-02-26,track,album,False,dannig012
66.0,Sunrise,['Norah Jones'],Feels Like Home,https://api.spotify.com/v1/tracks/7zkLpY72g6lKQbiHDqri1S,https://api.spotify.com/v1/albums/7GaAXgbFSpcJOiLlFGYyOL,7zkLpY72g6lKQbiHDqri1S,7GaAXgbFSpcJOiLlFGYyOL,2004-01-01,track,album,False,dannig012
42.0,Cuéntame al Oido,['La Oreja de Van Gogh'],Dile al Sol,https://api.spotify.com/v1/tracks/75QcWSFMIh8wkbGHdVQoju,https://api.spotify.com/v1/albums/3V1AlvZVdeN9TrWEMSAjlF,75QcWSFMIh8wkbGHdVQoju,3V1AlvZVdeN9TrWEMSAjlF,1998-05-18,track,album,False,dannig012
31.0,La Estrella y la Luna,['La Oreja de Van Gogh'],Dile al Sol,https://api.spotify.com/v1/tracks/0sindE29ZhEf8hU3076vS6,https://api.spotify.com/v1/albums/3V1AlvZVdeN9TrWEMSAjlF,0sindE29ZhEf8hU3076vS6,3V1AlvZVdeN9TrWEMSAjlF,1998-05-18,track,album,False,dannig012
30.0,Dos Cristales,['La Oreja de Van Gogh'],Dile al Sol,https://api.spotify.com/v1/tracks/6fmRoRcrVsMVOlErmiG1E0,https://api.spotify.com/v1/albums/3V1AlvZVdeN9TrWEMSAjlF,6fmRoRcrVsMVOlErmiG1E0,3V1AlvZVdeN9TrWEMSAjlF,1998-05-18,track,album,False,dannig012
28.0,La Carta,['La Oreja de Van Gogh'],Dile al Sol,https://api.spotify.com/v1/tracks/2xPgy7PXyAB90jYf75WSG1,https://api.spotify.com/v1/albums/3V1AlvZVdeN9TrWEMSAjlF,2xPgy7PXyAB90jYf75WSG1,3V1AlvZVdeN9TrWEMSAjlF,1998-05-18,track,album,False,dannig012
37.0,Los Amantes del Círculo Polar,['La Oreja de Van Gogh'],El Viaje de Copperpot,https://api.spotify.com/v1/tracks/35MDyhjpeXj24xtl7geW5p,https://api.spotify.com/v1/albums/3HnSOodhuufrSTBnGZQ3fu,35MDyhjpeXj24xtl7geW5p,3HnSOodhuufrSTBnGZQ3fu,2000-09-07,track,album,False,dannig012
