year,week,date,track,artists,url
2013,29,20 de julio,Let Her Go,['Passenger'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,30,27 de julio,More than Friends,"['Inna', 'Daddy Yankee']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,31,3 de agosto,Cero,['Dani Martín'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,32,10 de agosto,Chasing the Sun,['The Wanted'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,33,17 de agosto,Blurred Lines,"['Robin Thicke', 'T.I.', 'Pharrell Williams']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,34,24 de agosto,I Love It,"['Icona Pop', 'Charli XCX']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,35,31 de agosto,Blurred Lines,"['Robin Thicke', 'T.I.', 'Pharrell Williams']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,36,7 de septiembre,Blurred Lines,"['Robin Thicke', 'T.I.', 'Pharrell Williams']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,37,14 de septiembre,Wake Me Up!,['Avicii'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,38,21 de septiembre,Wake Me Up!,['Avicii'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,39,28 de septiembre,La La La,"['Naughty Boy', 'Sam Smith']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,40,5 de octubre,We Can't Stop,['Miley Cyrus'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,41,12 de octubre,Can't Hold Us,"['Macklemore & Ryan Lewis', 'Ray Dalton']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,42,19 de octubre,Love Me Again,['John Newman'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,43,26 de octubre,Roar,['Katy Perry'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,44,2 de noviembre,Love Me Again,['John Newman'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,45,9 de noviembre,Wrecking Ball,['Miley Cyrus'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,46,16 de noviembre,Wrecking Ball,['Miley Cyrus'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,47,23 de noviembre,Burn,['Ellie Goulding'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,48,30 de noviembre,Counting Stars,['OneRepublic'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,49,7 de diciembre,Wrecking Ball,['Miley Cyrus'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,50,14 de diciembre,Wrecking Ball,['Miley Cyrus'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,51,21 de diciembre,Story of My Life,['One Direction'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2013,52,28 de diciembre,Timber,"['Pitbull', 'Kesha']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2013
2014,1,4 de enero,A prueba de ti,['Malú'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,2,11 de enero,Timber,"['Pitbull', 'Kesha']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,3,18 de enero,The Monster,"['Eminem', 'Rihanna']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,4,25 de enero,Talk Dirty,"['Jason Derulo', '2 Chainz']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,5,1 de febrero,Hey Brother,['Avicii'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,6,8 de febrero,Hey Brother,['Avicii'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,7,15 de febrero,Llegará,['Antonio Orozco'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,8,22 de febrero,Royals,['Lorde'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,9,1 de marzo,Happy,['Pharrell Williams'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,10,8 de marzo,Happy,['Pharrell Williams'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,11,15 de marzo,Happy,['Pharrell Williams'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,12,22 de marzo,Can't Remember to Forget You,"['Shakira', 'Rihanna']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,13,29 de marzo,Diez mil maneras,['David Bisbal'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,14,5 de abril,Happy,['Pharrell Williams'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,15,12 de abril,Terriblemente cruel,['Leiva'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,16,19 de abril,Dark Horse,"['Katy Perry', 'Juicy J']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,17,26 de abril,Wings,['Birdy'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,18,3 de mayo,Dark Horse,"['Katy Perry', 'Juicy J']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,19,10 de mayo,Changes,"['FAUL & Wad Ad', 'Pnau']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,20,17 de mayo,Changes,"['FAUL & Wad Ad', 'Pnau']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,21,24 de mayo,Trumpets,['Jason Derulo'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,22,31 de mayo,Bailando,"['Enrique Iglesias', 'Sean Paul', 'Gente de Zona', 'Descemer Bueno']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,23,7 de junio,Bailando,"['Enrique Iglesias', 'Sean Paul', 'Gente de Zona', 'Descemer Bueno']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,24,14 de junio,Dare (La La La),['Shakira'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,25,21 de junio,We Are One (Ole Ola),"['Pitbull', 'Jennifer Lopez', 'Claudia Leitte']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,26,28 de junio,All of Me,['John Legend'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,27,5 de julio,Bailando,"['Enrique Iglesias', 'Sean Paul', 'Gente de Zona', 'Descemer Bueno']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,28,12 de julio,Human,['Christina Perri'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,29,19 de julio,Cola Song,"['Inna', 'J Balvin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,30,26 de julio,Stolen Dance,['Milky Chance'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,31,2 de agosto,No amanece,['David Bisbal'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,32,9 de agosto,Summer,['Calvin Harris'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,33,16 de agosto,Am I Wrong,['Nico & Vinz'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,34,23 de agosto,Am I Wrong,['Nico & Vinz'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,35,30 de agosto,Waves,"['Mr. Probz', 'Robin Schulz']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,36,6 de septiembre,Problem,['Ariana Grande'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,37,13 de septiembre,Lovers on the Sun,"['David Guetta', 'Sam Martin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,38,20 de septiembre,Wiggle,['Jason Derulo'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,39,27 de septiembre,Rude,['Magic!'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,40,4 de octubre,Puppeteer,['Auryn'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,41,11 de octubre,Rude,['Magic!'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,42,18 de octubre,Prayer in C,"['Lilly Wood and the Prick', 'Robin Schulz']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,43,25 de octubre,All About That Bass,['Meghan Trainor'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,44,1 de noviembre,All About That Bass,['Meghan Trainor'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,45,8 de noviembre,Chandelier,['Sia'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,46,15 de noviembre,Shake it Off,['Taylor Swift'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,47,22 de noviembre,Chandelier,['Sia'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,48,29 de noviembre,Blame,"['Calvin Harris', 'John Newman']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,49,6 de diciembre,All About That Bass,['Meghan Trainor'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,50,13 de diciembre,Dangerous,"['David Guetta', 'Sam Martin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,51,20 de diciembre,Dangerous,"['David Guetta', 'Sam Martin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2014,52,27 de diciembre,Tocado y hundido,['Melendi'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2014
2015,1,3 de enero,Stay with Me,['Sam Smith'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,2,10 de enero,People Help the People,['Birdy'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,3,17 de enero,Tocado y hundido,['Melendi'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,4,24 de enero,Uptown Funk,"['Mark Ronson', 'Bruno Mars']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,5,31 de enero,Uptown Funk,"['Mark Ronson', 'Bruno Mars']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,6,7 de febrero,Uptown Funk,"['Mark Ronson', 'Bruno Mars']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,7,14 de febrero,Thinking Out Loud,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,8,21 de febrero,Thinking Out Loud,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,9,28 de febrero,Animals,['Maroon 5'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,10,7 de marzo,Take Me to Church,['Hozier'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,11,14 de marzo,Love Me Like You Do,['Ellie Goulding'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,12,21 de marzo,Love Me Like You Do,['Ellie Goulding'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,13,28 de marzo,Love Me Like You Do,['Ellie Goulding'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,14,4 de abril,Outside,"['Calvin Harris', 'Ellie Goulding']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,15,11 de abril,Elastic Heart,['Sia'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,16,18 de abril,The Nights,['Avicii'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,17,25 de abril,FourFiveSeconds,"['Kanye West', 'Paul McCartney', 'Rihanna']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,18,2 de mayo,I'm an Albatraoz,['AronChupa'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,19,9 de mayo,Un zombie a la intemperie,['Alejandro Sanz'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,20,16 de mayo,Cheerleader,"['Omi', 'Felix Jaehn']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,21,23 de mayo,Cheerleader,"['Omi', 'Felix Jaehn']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,22,30 de mayo,El perdón,"['Nicky Jam', 'Enrique Iglesias']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,23,6 de junio,See You Again,"['Wiz Khalifa', 'Charlie Puth']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,24,13 de junio,Lean On,"['DJ Snake', 'Major Lazer', 'MØ']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,25,20 de junio,Lean On,"['DJ Snake', 'Major Lazer', 'MØ']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,26,27 de junio,Want to Want Me,['Jason Derulo'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,27,4 de julio,Él no te da,['Dasoul'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,28,11 de julio,Are You With Me?,['Lost Frequencies'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,29,18 de julio,Are You With Me?,['Lost Frequencies'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,30,25 de julio,Heroes,['Måns Zelmerlöw'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,31,1 de agosto,Five More Hours,"['Deorro', 'Chris Brown']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,32,8 de agosto,I Really Like You,['Carly Rae Jepsen'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,33,15 de agosto,Hey Mama,"['David Guetta', 'Nicki Minaj', ' Bebe Rexha', 'Afrojack']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,34,22 de agosto,La gozadera,"['Gente de Zona', 'Marc Anthony']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,35,29 de agosto,Don't Worry,"['Madcon', 'Ray Dalton']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,36,5 de septiembre,Don't Worry,"['Madcon', 'Ray Dalton']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,37,12 de septiembre,Lean On,"['DJ Snake', 'Major Lazer', 'MØ']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,38,19 de septiembre,La gozadera,"['Gente de Zona', 'Marc Anthony']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,39,26 de septiembre,"I Don't Like It, I Love It","['Flo Rida', 'Robin Thicke', 'Verdine White']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,40,3 de octubre,Stole the Show,"['Kygo', 'Parson James']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,41,10 de octubre,Ain't Nobody (Loves Me Better),"['Felix Jaehn', 'Jasmine Thompson']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,42,17 de octubre,A que no me dejas,['Alejandro Sanz'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,43,24 de octubre,Vuelve,"['Juan Magán', 'Paulina Rubio', 'DCS']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,44,31 de octubre,Marvin Gaye,"['Charlie Puth', 'Meghan Trainor']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,45,7 de noviembre,What Do You Mean?,['Justin Bieber'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,46,14 de noviembre,Hello,['Adele'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,47,21 de noviembre,Hello,['Adele'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,48,28 de noviembre,Hello,['Adele'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,49,5 de diciembre,Locked Away,"['R. City', 'Adam Levine']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,50,12 de diciembre,El mismo sol (Under the Same Sun),"['Álvaro Soler', 'Jennifer Lopez']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,51,19 de diciembre,Sorry,['Justin Bieber'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2015,52,26 de diciembre,Ginza,['J Balvin'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_Los_40_Principales_(Espa%C3%B1a)_2015
2016,1,2 de enero,Sorry,['Justin Bieber'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,2,9 de enero,Adventure of a Lifetime,['Coldplay'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,3,16 de enero,Tu enemigo,"['Pablo López', 'Juanes']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,4,23 de enero,Sorry,['Justin Bieber'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,5,30 de enero,Hundred miles,"['YALL', 'Gabriela Richardson ']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,6,6 de febrero,Stitches,['Shawn Mendes'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,7,13 de febrero,Love Yourself,['Justin Bieber'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,8,20 de febrero,Love Yourself,['Justin Bieber'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,9,27 de febrero,Light It Up,"['Major Lazer', 'Fuse ODG', 'NYLA']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,10,5 de marzo,Work,"['Rihanna', 'Drake']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,11,12 de marzo,Work,"['Rihanna', 'Drake']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,12,19 de marzo,Lush Life,['Zara Larsson'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,13,26 de marzo,Faded,"['Alan Walker', 'Iselin Solheim']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,14,2 de abril,Faded,"['Alan Walker', 'Iselin Solheim']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
