collaborative,external_urls.spotify,href,id,images,name,owner.display_name,owner.external_urls.spotify,owner.href,owner.id,owner.type,owner.uri,primary_color,public,snapshot_id,tracks.href,tracks.total,type,uri
False,https://open.spotify.com/playlist/37i9dQZF1DWXe9gFZP0gtP,https://api.spotify.com/v1/playlists/37i9dQZF1DWXe9gFZP0gtP,37i9dQZF1DWXe9gFZP0gtP,"[{'height': None, 'url': 'https://pl.scdn.co/images/pl/default/348653678947a8b1990ef9ef1352e832a2f50366', 'width': None}]",Stress Relief,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,,True,MTU2MzgyMDg2MSwwMDAwMDAwMGQ0MWQ4Y2Q5OGYwMGIyMDRlOTgwMDk5OGVjZjg0Mjdl,https://api.spotify.com/v1/playlists/37i9dQZF1DWXe9gFZP0gtP/tracks,131,playlist,spotify:playlist:37i9dQZF1DWXe9gFZP0gtP
False,https://open.spotify.com/playlist/5oiKq5lfsNvrdN7xAy6XsK,https://api.spotify.com/v1/playlists/5oiKq5lfsNvrdN7xAy6XsK,5oiKq5lfsNvrdN7xAy6XsK,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/08f6f9e78b56e4b3c01254665ae114e4b4941bb833080534f9716c159af3cc491162a3e8745e6d84634e4e6f8df34fcd0eb174d48f4753fa23e90789aa8a47bd09486f303cafe538fdf6e8561f2347f0', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/08f6f9e78b56e4b3c01254665ae114e4b4941bb833080534f9716c159af3cc491162a3e8745e6d84634e4e6f8df34fcd0eb174d48f4753fa23e90789aa8a47bd09486f303cafe538fdf6e8561f2347f0', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/08f6f9e78b56e4b3c01254665ae114e4b4941bb833080534f9716c159af3cc491162a3e8745e6d84634e4e6f8df34fcd0eb174d48f4753fa23e90789aa8a47bd09486f303cafe538fdf6e8561f2347f0', 'width': 60}]",Místico All time collection,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MTQxLGZhNTJkYmU2ZGYxZDk0MTVmYzZjNzJhNzk4YzU2ZmMyZDA4ZTI3ZWI=,https://api.spotify.com/v1/playlists/5oiKq5lfsNvrdN7xAy6XsK/tracks,150,playlist,spotify:playlist:5oiKq5lfsNvrdN7xAy6XsK
False,https://open.spotify.com/playlist/4UBx2ZfAjPbh0jNdvuVhss,https://api.spotify.com/v1/playlists/4UBx2ZfAjPbh0jNdvuVhss,4UBx2ZfAjPbh0jNdvuVhss,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/08f6f9e78b56e4b3c01254665ae114e4b4941bb86cafefede14a14613c687f25cf7e3d413f35533baa8a47bd09486f303cafe538fdf6e8561f2347f0f98554b81156dec2492599e8878439eff5849dc2', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/08f6f9e78b56e4b3c01254665ae114e4b4941bb86cafefede14a14613c687f25cf7e3d413f35533baa8a47bd09486f303cafe538fdf6e8561f2347f0f98554b81156dec2492599e8878439eff5849dc2', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/08f6f9e78b56e4b3c01254665ae114e4b4941bb86cafefede14a14613c687f25cf7e3d413f35533baa8a47bd09486f303cafe538fdf6e8561f2347f0f98554b81156dec2492599e8878439eff5849dc2', 'width': 60}]",Chunda chunda guay discotequero,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MTMzLGFiNTMzYWU3NGYyMzAxY2RkMjRiNWExMWEzZTFiYjk3NDRjODIwZTM=,https://api.spotify.com/v1/playlists/4UBx2ZfAjPbh0jNdvuVhss/tracks,135,playlist,spotify:playlist:4UBx2ZfAjPbh0jNdvuVhss
False,https://open.spotify.com/playlist/3tPFZzhjsRsJWavnevNwER,https://api.spotify.com/v1/playlists/3tPFZzhjsRsJWavnevNwER,3tPFZzhjsRsJWavnevNwER,"[{'height': 640, 'url': 'https://i.scdn.co/image/ad65824d6229118dda1429eb927afbec8192c878', 'width': 640}]",New Life,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MyxkMWNiZWZjZTYyYmM4Yzc1MTNlMmY5YjkwYjY0ZWNlN2FiZmQwNGRi,https://api.spotify.com/v1/playlists/3tPFZzhjsRsJWavnevNwER/tracks,2,playlist,spotify:playlist:3tPFZzhjsRsJWavnevNwER
False,https://open.spotify.com/playlist/6xa4DYxZ5IO09eyKt5be52,https://api.spotify.com/v1/playlists/6xa4DYxZ5IO09eyKt5be52,6xa4DYxZ5IO09eyKt5be52,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/531de971ded7b88667d1aa42b0bdd0643b537e4e6522e7fb4a27fc944cccb771c252c1f350612190d591cbc477c355f0cd732ed40484e7e3c056e046f9bcac3d00602e4a59a8b9f1a8ae0715b49d9d58', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/531de971ded7b88667d1aa42b0bdd0643b537e4e6522e7fb4a27fc944cccb771c252c1f350612190d591cbc477c355f0cd732ed40484e7e3c056e046f9bcac3d00602e4a59a8b9f1a8ae0715b49d9d58', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/531de971ded7b88667d1aa42b0bdd0643b537e4e6522e7fb4a27fc944cccb771c252c1f350612190d591cbc477c355f0cd732ed40484e7e3c056e046f9bcac3d00602e4a59a8b9f1a8ae0715b49d9d58', 'width': 60}]",MBM,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,NDksZDhmMWRiZDgxNDRjYjRlYzBhMjE3NGU2ZTFiNDQ4YTRhNzJmZjE0NA==,https://api.spotify.com/v1/playlists/6xa4DYxZ5IO09eyKt5be52/tracks,186,playlist,spotify:playlist:6xa4DYxZ5IO09eyKt5be52
False,https://open.spotify.com/playlist/1ARKURl5HKzwUodnYDt2Ez,https://api.spotify.com/v1/playlists/1ARKURl5HKzwUodnYDt2Ez,1ARKURl5HKzwUodnYDt2Ez,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/59dcf1db5d9a6e87e77782a60db49c1d9522f98e5b3f5d070ab1886334c8508096fcb6275826c84aaed3ab29c6f48b988d7c3dc437913a3c15d394dfeb571ff19ad8cacbaead5d00665d021973de95f5', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/59dcf1db5d9a6e87e77782a60db49c1d9522f98e5b3f5d070ab1886334c8508096fcb6275826c84aaed3ab29c6f48b988d7c3dc437913a3c15d394dfeb571ff19ad8cacbaead5d00665d021973de95f5', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/59dcf1db5d9a6e87e77782a60db49c1d9522f98e5b3f5d070ab1886334c8508096fcb6275826c84aaed3ab29c6f48b988d7c3dc437913a3c15d394dfeb571ff19ad8cacbaead5d00665d021973de95f5', 'width': 60}]",Gym by Madonna,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MjQsNjQ5YTE2MDc0NGE1ZjM0MzUzY2U2MDU5MzdiYTNkNDI5NDBmYjJlYQ==,https://api.spotify.com/v1/playlists/1ARKURl5HKzwUodnYDt2Ez/tracks,21,playlist,spotify:playlist:1ARKURl5HKzwUodnYDt2Ez
False,https://open.spotify.com/playlist/46rsh79n7HIyyRmPpaXhAq,https://api.spotify.com/v1/playlists/46rsh79n7HIyyRmPpaXhAq,46rsh79n7HIyyRmPpaXhAq,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/3dce0535d672fcaca9fc362a51b8420a347a709b7db73f3061080d52b12cffa88b39ff6cdebaed7ea9bcaa1864524cde23503b18d92cfb9281966190dea7b0f66eb3b4fd02fa18a8f0e17356e266d5e4', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/3dce0535d672fcaca9fc362a51b8420a347a709b7db73f3061080d52b12cffa88b39ff6cdebaed7ea9bcaa1864524cde23503b18d92cfb9281966190dea7b0f66eb3b4fd02fa18a8f0e17356e266d5e4', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/3dce0535d672fcaca9fc362a51b8420a347a709b7db73f3061080d52b12cffa88b39ff6cdebaed7ea9bcaa1864524cde23503b18d92cfb9281966190dea7b0f66eb3b4fd02fa18a8f0e17356e266d5e4', 'width': 60}]",Melanie C,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MTgsNjRlY2ZlYWRkY2NiMTZmZjIzNGFmZGRkOWNiNDM0OGE3MGQ5MDM1YQ==,https://api.spotify.com/v1/playlists/46rsh79n7HIyyRmPpaXhAq/tracks,69,playlist,spotify:playlist:46rsh79n7HIyyRmPpaXhAq
False,https://open.spotify.com/playlist/2q6Ot8rHUgESmM6GJjIFvn,https://api.spotify.com/v1/playlists/2q6Ot8rHUgESmM6GJjIFvn,2q6Ot8rHUgESmM6GJjIFvn,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/33080534f9716c159af3cc491162a3e8745e6d849e1de80bb948d6bea1d4792e09b5e7ac639ecc50e1a3f605ce4dd6cd0dff3b776c1f40e788f71ae1f98554b81156dec2492599e8878439eff5849dc2', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/33080534f9716c159af3cc491162a3e8745e6d849e1de80bb948d6bea1d4792e09b5e7ac639ecc50e1a3f605ce4dd6cd0dff3b776c1f40e788f71ae1f98554b81156dec2492599e8878439eff5849dc2', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/33080534f9716c159af3cc491162a3e8745e6d849e1de80bb948d6bea1d4792e09b5e7ac639ecc50e1a3f605ce4dd6cd0dff3b776c1f40e788f71ae1f98554b81156dec2492599e8878439eff5849dc2', 'width': 60}]",Alien,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MTcsZDBhMmJjMDg4OGU4MTA2Mjk0ODcyY2U4ODQ4ZTk2Nzg1ODllZWU2OA==,https://api.spotify.com/v1/playlists/2q6Ot8rHUgESmM6GJjIFvn/tracks,39,playlist,spotify:playlist:2q6Ot8rHUgESmM6GJjIFvn
False,https://open.spotify.com/playlist/4gBOolaQINVajgIGQTLdr7,https://api.spotify.com/v1/playlists/4gBOolaQINVajgIGQTLdr7,4gBOolaQINVajgIGQTLdr7,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/4c6755ae215ba32d54382b9becb1cada1591bb24a5c5b9e6636031177a15ba03f37be6d4566c6f5fc111b91e7a298e9ce1631fcb4a498218050d8cffd49b2c994ec6a1087cbbaa2cc0d01474c940ef44', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/4c6755ae215ba32d54382b9becb1cada1591bb24a5c5b9e6636031177a15ba03f37be6d4566c6f5fc111b91e7a298e9ce1631fcb4a498218050d8cffd49b2c994ec6a1087cbbaa2cc0d01474c940ef44', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/4c6755ae215ba32d54382b9becb1cada1591bb24a5c5b9e6636031177a15ba03f37be6d4566c6f5fc111b91e7a298e9ce1631fcb4a498218050d8cffd49b2c994ec6a1087cbbaa2cc0d01474c940ef44', 'width': 60}]",ely!,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MTEsMTZkZGJjNDg4OWU0MDUxZGFhZmRhOGFkYWJkYWViYjM3NzUzZGUzYw==,https://api.spotify.com/v1/playlists/4gBOolaQINVajgIGQTLdr7/tracks,9,playlist,spotify:playlist:4gBOolaQINVajgIGQTLdr7
False,https://open.spotify.com/playlist/5Mxa4Pk7YeFvCmYJqVnXiM,https://api.spotify.com/v1/playlists/5Mxa4Pk7YeFvCmYJqVnXiM,5Mxa4Pk7YeFvCmYJqVnXiM,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/37575ee887c950359a9d4b3cb935840638a2abb65232b1dcb43188537b7f9f1e77cad1f9a38870d1b299ad5eb6ed3a397533adc9a3d7ab310d0e308edfc33b5bf07955cd5a21fd651bc13fc5cbef3133', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/37575ee887c950359a9d4b3cb935840638a2abb65232b1dcb43188537b7f9f1e77cad1f9a38870d1b299ad5eb6ed3a397533adc9a3d7ab310d0e308edfc33b5bf07955cd5a21fd651bc13fc5cbef3133', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/37575ee887c950359a9d4b3cb935840638a2abb65232b1dcb43188537b7f9f1e77cad1f9a38870d1b299ad5eb6ed3a397533adc9a3d7ab310d0e308edfc33b5bf07955cd5a21fd651bc13fc5cbef3133', 'width': 60}]",2017,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MzQsZTc2ZGJmN2YxNDRiZGZhNmU0NWE5OWY3ZDllN2I5ZjdiZmIyZTE1Nw==,https://api.spotify.com/v1/playlists/5Mxa4Pk7YeFvCmYJqVnXiM/tracks,18,playlist,spotify:playlist:5Mxa4Pk7YeFvCmYJqVnXiM
False,https://open.spotify.com/playlist/3SA8bO2ol5VIgpUfCyMGvu,https://api.spotify.com/v1/playlists/3SA8bO2ol5VIgpUfCyMGvu,3SA8bO2ol5VIgpUfCyMGvu,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/3dce0535d672fcaca9fc362a51b8420a347a709b45210beca6b4bc4e490c96be6ffdac12d505b7c9b96d8162094eafbba92f99ad3deb3544e5563317e69eec38e13c005bab68dda72147bc32b617b97e', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/3dce0535d672fcaca9fc362a51b8420a347a709b45210beca6b4bc4e490c96be6ffdac12d505b7c9b96d8162094eafbba92f99ad3deb3544e5563317e69eec38e13c005bab68dda72147bc32b617b97e', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/3dce0535d672fcaca9fc362a51b8420a347a709b45210beca6b4bc4e490c96be6ffdac12d505b7c9b96d8162094eafbba92f99ad3deb3544e5563317e69eec38e13c005bab68dda72147bc32b617b97e', 'width': 60}]",melanie,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,OSxmNjg4OGY0MGMwNGRjNTU1OGU4YzNmYjkxYWQ2ODE1MTc2MTk2MTQ1,https://api.spotify.com/v1/playlists/3SA8bO2ol5VIgpUfCyMGvu/tracks,74,playlist,spotify:playlist:3SA8bO2ol5VIgpUfCyMGvu
False,https://open.spotify.com/playlist/37i9dQZF1CySOiH5m0BwCn,https://api.spotify.com/v1/playlists/37i9dQZF1CySOiH5m0BwCn,37i9dQZF1CySOiH5m0BwCn,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/614fa5dafc1e971b31d0608fb8e80253c276d3566c5709118acc9c4e67046d08504557505b4e41638b47495ce0c4a341f7196f70bcf4361e6257c1a0b9dfa7a7a3f69a3869f6fbb77041822f5a76226d', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/614fa5dafc1e971b31d0608fb8e80253c276d3566c5709118acc9c4e67046d08504557505b4e41638b47495ce0c4a341f7196f70bcf4361e6257c1a0b9dfa7a7a3f69a3869f6fbb77041822f5a76226d', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/614fa5dafc1e971b31d0608fb8e80253c276d3566c5709118acc9c4e67046d08504557505b4e41638b47495ce0c4a341f7196f70bcf4361e6257c1a0b9dfa7a7a3f69a3869f6fbb77041822f5a76226d', 'width': 60}]",Your Top Songs 2016,Spotify,https://open.spotify.com/user/spotify,https://api.spotify.com/v1/users/spotify,spotify,user,spotify:user:spotify,,True,MjQ2Nzg3MjAsMDAwMDAwMDAxOTc5YzE2MWNlMThjNzVkNTA5M2NhNWNiZTdkNmU4Zg==,https://api.spotify.com/v1/playlists/37i9dQZF1CySOiH5m0BwCn/tracks,101,playlist,spotify:playlist:37i9dQZF1CySOiH5m0BwCn
False,https://open.spotify.com/playlist/6vjNrEMOrtzAd3pwkePeU9,https://api.spotify.com/v1/playlists/6vjNrEMOrtzAd3pwkePeU9,6vjNrEMOrtzAd3pwkePeU9,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/411e5403fd46ae690d6b68065d951007a46f0e518b47495ce0c4a341f7196f70bcf4361e6257c1a0d83a086148afe6539dae524607cbe4b6ccdd0360f7ac3ab463d2c58e5518607e6e6934363585cf25', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/411e5403fd46ae690d6b68065d951007a46f0e518b47495ce0c4a341f7196f70bcf4361e6257c1a0d83a086148afe6539dae524607cbe4b6ccdd0360f7ac3ab463d2c58e5518607e6e6934363585cf25', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/411e5403fd46ae690d6b68065d951007a46f0e518b47495ce0c4a341f7196f70bcf4361e6257c1a0d83a086148afe6539dae524607cbe4b6ccdd0360f7ac3ab463d2c58e5518607e6e6934363585cf25', 'width': 60}]",2016,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,NTAsMGUyMGI1ZjRiYzViMmIxN2RmNTM3ZWY0ODI5MzZiZGQ2MGE2OTUxZA==,https://api.spotify.com/v1/playlists/6vjNrEMOrtzAd3pwkePeU9/tracks,46,playlist,spotify:playlist:6vjNrEMOrtzAd3pwkePeU9
False,https://open.spotify.com/playlist/2U2IJpo0LV0AhfkBlBKh2m,https://api.spotify.com/v1/playlists/2U2IJpo0LV0AhfkBlBKh2m,2U2IJpo0LV0AhfkBlBKh2m,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/1b4d84ab425690aa93836785ddfe44ecf81712fa3c68ea1a1c65fb41cd2ceb7e680a817d2941aacf51c54f1696b4eada6673a10abb35521675bd9f0ce995f2c08bd840be1ada89fb087c4b8b900ea7f8', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/1b4d84ab425690aa93836785ddfe44ecf81712fa3c68ea1a1c65fb41cd2ceb7e680a817d2941aacf51c54f1696b4eada6673a10abb35521675bd9f0ce995f2c08bd840be1ada89fb087c4b8b900ea7f8', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/1b4d84ab425690aa93836785ddfe44ecf81712fa3c68ea1a1c65fb41cd2ceb7e680a817d2941aacf51c54f1696b4eada6673a10abb35521675bd9f0ce995f2c08bd840be1ada89fb087c4b8b900ea7f8', 'width': 60}]",Glee Cast — Hello,elizabeth_bafford93,https://open.spotify.com/user/elizabeth_bafford93,https://api.spotify.com/v1/users/elizabeth_bafford93,elizabeth_bafford93,user,spotify:user:elizabeth_bafford93,,True,OTksMzgyODQ1MDkxNDc4MzUzMGIwOGZjYmIxZGQ1ZTczYTQyMmZlY2IxYg==,https://api.spotify.com/v1/playlists/2U2IJpo0LV0AhfkBlBKh2m/tracks,93,playlist,spotify:playlist:2U2IJpo0LV0AhfkBlBKh2m
False,https://open.spotify.com/playlist/0TGgY3zVskh2MFbBijvkxy,https://api.spotify.com/v1/playlists/0TGgY3zVskh2MFbBijvkxy,0TGgY3zVskh2MFbBijvkxy,"[{'height': 640, 'url': 'https://i.scdn.co/image/e573e26d16bf8ac6d76a072d7c32bf56746d227b', 'width': 640}]",adolescence,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,OSxiMzMwNmRmMmNiODVmNjdhN2RjYjYzOWQwNjI5MmM3YWM4ODkzNDA0,https://api.spotify.com/v1/playlists/0TGgY3zVskh2MFbBijvkxy/tracks,27,playlist,spotify:playlist:0TGgY3zVskh2MFbBijvkxy
False,https://open.spotify.com/playlist/468InPGt8XgKO9eazoqT0h,https://api.spotify.com/v1/playlists/468InPGt8XgKO9eazoqT0h,468InPGt8XgKO9eazoqT0h,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/5b3f5d070ab1886334c8508096fcb6275826c84a6624408ba8a288742592f94b1c8ed22962e8af9f6cafefede14a14613c687f25cf7e3d413f35533b8514d672932716735759e1799452768af4adfd18', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/5b3f5d070ab1886334c8508096fcb6275826c84a6624408ba8a288742592f94b1c8ed22962e8af9f6cafefede14a14613c687f25cf7e3d413f35533b8514d672932716735759e1799452768af4adfd18', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/5b3f5d070ab1886334c8508096fcb6275826c84a6624408ba8a288742592f94b1c8ed22962e8af9f6cafefede14a14613c687f25cf7e3d413f35533b8514d672932716735759e1799452768af4adfd18', 'width': 60}]",Working out,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,NDIsNmQyMGFlMjViMzgzN2IxZWJlNDZkMGY3YWM4MDIyOTVjYTA0MzdlOQ==,https://api.spotify.com/v1/playlists/468InPGt8XgKO9eazoqT0h/tracks,38,playlist,spotify:playlist:468InPGt8XgKO9eazoqT0h
False,https://open.spotify.com/playlist/2wSKhe05Cm9HplheTplUQn,https://api.spotify.com/v1/playlists/2wSKhe05Cm9HplheTplUQn,2wSKhe05Cm9HplheTplUQn,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/3fd180a02e96348cd1e853b52db37e1d8dc789ea88829486f1c44a6b7f97399b9ce359518cfc6120a36ce24408b54f4f903a1c1854c1e2e229716753af73ef3153b68460136a2c1ece79086260a732d5', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/3fd180a02e96348cd1e853b52db37e1d8dc789ea88829486f1c44a6b7f97399b9ce359518cfc6120a36ce24408b54f4f903a1c1854c1e2e229716753af73ef3153b68460136a2c1ece79086260a732d5', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/3fd180a02e96348cd1e853b52db37e1d8dc789ea88829486f1c44a6b7f97399b9ce359518cfc6120a36ce24408b54f4f903a1c1854c1e2e229716753af73ef3153b68460136a2c1ece79086260a732d5', 'width': 60}]",Máximo,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MzksNjdmNDk1YTY5Y2I5ZDA1MDVjMzQ5YzNiZjU0MWJiZDkyMTdkZjJlZA==,https://api.spotify.com/v1/playlists/2wSKhe05Cm9HplheTplUQn/tracks,35,playlist,spotify:playlist:2wSKhe05Cm9HplheTplUQn
False,https://open.spotify.com/playlist/04xQK6CZipcTJfaXGuJmZE,https://api.spotify.com/v1/playlists/04xQK6CZipcTJfaXGuJmZE,04xQK6CZipcTJfaXGuJmZE,"[{'height': None, 'url': 'https://pl.scdn.co/images/pl/default/3c92908875e75a3ebd0277c7394b158de37b48c4', 'width': None}]",Maxima FM 51 Chart © (Actualización semanal),nokai,https://open.spotify.com/user/nokai,https://api.spotify.com/v1/users/nokai,nokai,user,spotify:user:nokai,,True,MTI3OCxmYWFkN2UzZjEwNGQ2ZWQ1ZDlhN2Q1NTZjY2QwYjI4OGU0Yjc1OTgy,https://api.spotify.com/v1/playlists/04xQK6CZipcTJfaXGuJmZE/tracks,51,playlist,spotify:playlist:04xQK6CZipcTJfaXGuJmZE
False,https://open.spotify.com/playlist/42xQ3ZhMIQDFiJHve53Ru1,https://api.spotify.com/v1/playlists/42xQ3ZhMIQDFiJHve53Ru1,42xQ3ZhMIQDFiJHve53Ru1,"[{'height': 640, 'url': 'https://mosaic.scdn.co/640/38b7091b6683bb71a73a3186edd2c30e79a0613654f5aa050e0723a6086999a7e0c00b6b2b35704a93d64b9758877e0721b655521c724f2e373d1930f9dac1591869800af56100db4d69f28998cf1f06', 'width': 640}, {'height': 300, 'url': 'https://mosaic.scdn.co/300/38b7091b6683bb71a73a3186edd2c30e79a0613654f5aa050e0723a6086999a7e0c00b6b2b35704a93d64b9758877e0721b655521c724f2e373d1930f9dac1591869800af56100db4d69f28998cf1f06', 'width': 300}, {'height': 60, 'url': 'https://mosaic.scdn.co/60/38b7091b6683bb71a73a3186edd2c30e79a0613654f5aa050e0723a6086999a7e0c00b6b2b35704a93d64b9758877e0721b655521c724f2e373d1930f9dac1591869800af56100db4d69f28998cf1f06', 'width': 60}]",Spice,angelus_,https://open.spotify.com/user/angelus_,https://api.spotify.com/v1/users/angelus_,angelus_,user,spotify:user:angelus_,,True,MTIsNzNlYjMwNWM5NjlmNzg5OTdjNzkyYzc1N2U0NDhjM2QyODdkNWFkZg==,https://api.spotify.com/v1/playlists/42xQ3ZhMIQDFiJHve53Ru1/tracks,18,playlist,spotify:playlist:42xQ3ZhMIQDFiJHve53Ru1
False,https://open.spotify.com/playlist/4NAtyLFiTXXwlsPJ2wT6Uf,https://api.spotify.com/v1/playlists/4NAtyLFiTXXwlsPJ2wT6Uf,4NAtyLFiTXXwlsPJ2wT6Uf,"[{'height': None, 'url': 'https://pl.scdn.co/images/pl/default/b215eacfdfc0bf9e1eac7f20030eae8c1b673267', 'width': None}]",Random 2.0,dannig012,https://open.spotify.com/user/dannig012,https://api.spotify.com/v1/users/dannig012,dannig012,user,spotify:user:dannig012,,True,NzEsYjZhZDExYWU5ZmRmY2JiNDcyYzcyNDJlMjQ1NjE0MzZlZDc3YjM0ZQ==,https://api.spotify.com/v1/playlists/4NAtyLFiTXXwlsPJ2wT6Uf/tracks,57,playlist,spotify:playlist:4NAtyLFiTXXwlsPJ2wT6Uf
False,https://open.spotify.com/playlist/4lXrZKuP6A3wHW2niu5yOV,https://api.spotify.com/v1/playlists/4lXrZKuP6A3wHW2niu5yOV,4lXrZKuP6A3wHW2niu5yOV,"[{'height': None, 'url': 'https://pl.scdn.co/images/pl/default/e38da4eda9808b75625802c15206ef3b6e96c49d', 'width': None}]",Random 3.0,dannig012,https://open.spotify.com/user/dannig012,https://api.spotify.com/v1/users/dannig012,dannig012,user,spotify:user:dannig012,,True,MjcsMzgwMmY5MTVkNTBkNzY1NTZmODljNWY5NDMyYWJiYzE0ZDY3MTc5Zg==,https://api.spotify.com/v1/playlists/4lXrZKuP6A3wHW2niu5yOV/tracks,16,playlist,spotify:playlist:4lXrZKuP6A3wHW2niu5yOV
False,https://open.spotify.com/playlist/01g0UYnmCnaxlFGFlcNPtc,https://api.spotify.com/v1/playlists/01g0UYnmCnaxlFGFlcNPtc,01g0UYnmCnaxlFGFlcNPtc,"[{'height': None, 'url': 'https://pl.scdn.co/images/pl/default/6c797678dffe1536b39cb5c17343e1c461f74928', 'width': None}]",Random 4.0,dannig012,https://open.spotify.com/user/dannig012,https://api.spotify.com/v1/users/dannig012,dannig012,user,spotify:user:dannig012,,True,MzcsMmE1Y2Y2Njk5MDBjZjU3OWU2MTYwZjczZWQ2OWIzZjYxYTljZTA1NQ==,https://api.spotify.com/v1/playlists/01g0UYnmCnaxlFGFlcNPtc/tracks,29,playlist,spotify:playlist:01g0UYnmCnaxlFGFlcNPtc
