,date,open,close,volume,change,changePercent,vwap
70,2015-06-02,96.3,96.29,4430300.0,0.01,0.01,96.35667
71,2015-06-03,96.38,96.52,4165700.0,-0.14,-0.145,96.52
72,2015-06-04,96.3,96.31,4702800.0,-0.01,-0.01,96.43
73,2015-06-05,95.93,95.54,3959300.0,0.39,0.407,95.7
74,2015-06-08,96.0,95.32,4594600.0,0.68,0.708,95.53667
75,2015-06-09,95.52,94.73,7770900.0,0.79,0.827,94.92667
76,2015-06-10,95.02,95.3,4828600.0,-0.28,-0.295,95.24667
77,2015-06-11,95.5,95.59,4203900.0,-0.09,-0.094,95.80667
78,2015-06-12,95.42,95.06,3702400.0,0.36,0.377,95.20333
79,2015-06-15,94.74,94.3,5861800.0,0.44,0.464,94.44
80,2015-06-16,94.25,94.63,3094800.0,-0.38,-0.403,94.46667
81,2015-06-17,94.54,95.22,3941000.0,-0.68,-0.719,95.09333
82,2015-06-18,95.69,96.17,5101000.0,-0.48,-0.502,96.02667
83,2015-06-19,96.39,96.08,8279300.0,0.31,0.322,96.4
84,2015-06-22,96.31,96.87,3893300.0,-0.56,-0.581,96.68
85,2015-06-23,97.59,97.18,4541700.0,0.41,0.42,97.42
86,2015-06-24,96.75,96.64,3927100.0,0.11,0.114,96.91
87,2015-06-25,96.7,95.79,4322300.0,0.91,0.941,96.16
88,2015-06-26,96.13,97.29,6039500.0,-1.16,-1.207,96.85667
89,2015-06-29,96.62,95.44,8412800.0,1.18,1.221,96.03
90,2015-06-30,95.93,95.07,6656000.0,0.86,0.896,95.30333
91,2015-07-01,95.1,95.76,4446200.0,-0.66,-0.694,95.43667
