,Id,Name,Category,Subcategory,Price,Brand,Currency
527,49964,Lomo Cebo de Campo Extremadura Corte Grueso 150gr,Frescos,Charcutería y Queso al Corte,6.59€,Cansaladeria Alós,€
528,49929,Micuit de Pato Casa Mitjans 100gr,Frescos,Charcutería y Queso al Corte,6.49€,Cansaladeria Alós,€
529,49911,Chorizo Ibérico de Bellota Extremadura Cortado 150gr,Frescos,Charcutería y Queso al Corte,4.49€,Cansaladeria Alós,€
530,49906,Pechuga de Pavo Extra Alemana Corte Fino 150gr,Frescos,Charcutería y Queso al Corte,4.04€,Cansaladeria Alós,€
531,49889,Pechuga de Pavo Extra Alós Corte Fino 150gr,Frescos,Charcutería y Queso al Corte,3.74€,Cansaladeria Alós,€
532,53757,Paletilla de Cebo al Vacío 100gr,Frescos,Charcutería y Queso al Corte,5.09€,Cansaladeria Alós,€
533,49920,Paletilla Ibérica de Bellota 100gr,Frescos,Charcutería y Queso al Corte,9.20€,Cansaladeria Alós,€
534,49910,Chorizo Sarta Picante De León Media Pieza 225gr,Frescos,Charcutería y Queso al Corte,4.48€,Cansaladeria Alós,€
535,49912,Longaniza Reserva con Pimienta Casa Alós 1ud,Frescos,Charcutería y Queso al Corte,5.39€,Cansaladeria Alós,€
536,49925,Guanciale 150gr,Frescos,Charcutería y Queso al Corte,3.89€,Cansaladeria Alós,€
537,49908,Jamón Cocido Extra La Selva Buffet  Corte Fino 150gr,Frescos,Charcutería y Queso al Corte,3.29€,Cansaladeria Alós,€
538,49907,Jamón Cocido Extra Alós Corte Fino 150gr,Frescos,Charcutería y Queso al Corte,2.69€,Cansaladeria Alós,€
539,49961,Jamón Cocido Extra Alós Corte Grueso 150gr,Frescos,Charcutería y Queso al Corte,2.69€,Cansaladeria Alós,€
540,35592,Pan de Payés CORTADO,Frescos,Pan y Bollería Recién Horneada,2.89€,Aunt Marian,€
541,29911,Baguette Provenzal,Frescos,Pan y Bollería Recién Horneada,0.79€,Aunt Marian,€
542,35599,Baguette Tahona,Frescos,Pan y Bollería Recién Horneada,0.89€,Aunt Marian,€
543,31108,Baguette Integral,Frescos,Pan y Bollería Recién Horneada,0.99€,Aunt Marian,€
544,35589,Baguette Rústica Cuvée - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.89€,Aunt Marian,€
545,29791,Hogaza Clásica,Frescos,Pan y Bollería Recién Horneada,2.05€,Aunt Marian,€
546,35595,Hogaza Clásica CORTADA,Frescos,Pan y Bollería Recién Horneada,2.49€,Aunt Marian,€
547,35596,Hogaza Multigrain CORTADA,Frescos,Pan y Bollería Recién Horneada,2.69€,Aunt Marian,€
548,35584,Pan Burger Cristal Cerveza - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.89€,Aunt Marian,€
549,36992,Bagel - 4 uds,Frescos,Pan y Bollería Recién Horneada,3.49€,Aunt Marian,€
550,29799,Pan para Frankfurt - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.00€,Aunt Marian,€
551,35597,Hogaza con Olivas Kalamata CORTADA,Frescos,Pan y Bollería Recién Horneada,3.25€,Aunt Marian,€
552,35598,Hogaza Whole Grain CORTADA,Frescos,Pan y Bollería Recién Horneada,3.29€,Aunt Marian,€
553,29795,Panecillo de Viena - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.09€,Aunt Marian,€
554,35591,Payesito - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.09€,Aunt Marian,€
555,31114,Pan de Payés,Frescos,Pan y Bollería Recién Horneada,2.79€,Aunt Marian,€
556,31115,Hogaza con Olivas de Kalamata,Frescos,Pan y Bollería Recién Horneada,2.65€,Aunt Marian,€
557,35594,Hogaza de Soja CORTADA,Frescos,Pan y Bollería Recién Horneada,2.69€,Aunt Marian,€
558,29792,Hogaza Multigrain,Frescos,Pan y Bollería Recién Horneada,2.49€,Aunt Marian,€
559,35593,Hogaza de Soja,Frescos,Pan y Bollería Recién Horneada,2.65€,Aunt Marian,€
560,41940,Pan Redondo Obrador Eco,Frescos,Pan y Bollería Recién Horneada,4.89€,Saint Honoré,€
561,41945,Pan Redondo Summum Espelta y Centeno,Frescos,Pan y Bollería Recién Horneada,4.89€,Saint Honoré,€
562,35586,Pan Burger Aldeana Black - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.59€,Aunt Marian,€
563,29797,Pan Burger Aldeana - 2 unidades,Frescos,Pan y Bollería Recién Horneada,1.69€,Aunt Marian,€
564,35588,Flautín de Olivas - 2 unidades,Frescos,Pan y Bollería Recién Horneada,2.25€,Aunt Marian,€
565,29789,Baguette de Nieve,Frescos,Pan y Bollería Recién Horneada,0.99€,Aunt Marian,€
566,41942,Baguette ancienne,Frescos,Pan y Bollería Recién Horneada,2.19€,Saint Honoré,€
567,53023,Pan de Cristal Cortado CONGELADO 6 uds,Frescos,Pan y Bollería Recién Horneada,1.99€,Saint Honoré,€
568,31117,Barra de Centeno,Frescos,Pan y Bollería Recién Horneada,2.05€,Aunt Marian,€
569,31109,Barra Rústica,Frescos,Pan y Bollería Recién Horneada,2.19€,Aunt Marian,€
570,31116,Hogaza Whole Grain,Frescos,Pan y Bollería Recién Horneada,3.69€,Aunt Marian,€
571,29793,Pan Kornspitz,Frescos,Pan y Bollería Recién Horneada,1.39€,Aunt Marian,€
572,41941,Barra con Sarraceno Eco,Frescos,Pan y Bollería Recién Horneada,4.99€,Saint Honoré,€
573,41944,Vise cereales,Frescos,Pan y Bollería Recién Horneada,3.99€,Saint Honoré,€
574,41943,Barra espelta,Frescos,Pan y Bollería Recién Horneada,3.15€,Saint Honoré,€
575,35971,Huevos Roig Naturelle Tamaño L Cat. 2,Frescos,Huevos Frescos,1.99€,Roig,€
576,26764,Huevos Vall de Mestral Cat. 1 (6 ud),Frescos,Huevos Frescos,1.89€,Vall de Mestral,€
577,45613,Huevos L Cat. 3 Gourmet,Frescos,Huevos Frescos,1.45€,Gourmet (Marca Blanca),€
578,25123,Huevos Ecológicos Mans Cat. 0 M/L (6 ud),Frescos,Huevos Frescos,2.59€,MANS,€
579,26757,Huevos Ecológicos Molí de Can Lets Cat. 0 M/L,Frescos,Huevos Frescos,2.49€,Liderou,€
580,37754,Clara de Huevo Pasteurizada,Frescos,Huevos Frescos,2.35€,Roig,€
581,43049,Huevos Ecológicos Cat. 0 - 6 uds,Frescos,Huevos Frescos,2.60€,Polleries El Pagès,€
582,43048,Huevos de Payés cat. 1 - 6 uds,Frescos,Huevos Frescos,1.95€,Polleries El Pagès,€
583,26284,Huevos de Payés Liderou Cat. 1,Frescos,Huevos Frescos,1.59€,Liderou,€
584,26763,Huevos Roig XL Extra Cat. 2,Frescos,Huevos Frescos,2.39€,Roig,€
585,45577,Huevos XXL Picaterra 6 uds,Frescos,Huevos Frescos,1.52€,Liderou,€
586,36527,Huevos Picaterra Rustic Liderou M Cat. 2,Frescos,Huevos Frescos,1.47€,Liderou,€
587,23018,Huevos Roig Tamaño L Cat.2,Frescos,Huevos Frescos,2.09€,Roig,€
588,35527,Huevos de Codorniz,Frescos,Huevos Frescos,1.39€,Liderou,€
589,29948,Clara de Huevo,Frescos,Huevos Frescos,3.69€,Facilissimo,€
590,44980,Huevos Roig Maíz L/M 6 ud,Frescos,Huevos Frescos,2.09€,Roig,€
591,23310,Huevos Roig Tamaño XL Cat.2,Frescos,Huevos Frescos,2.09€,Roig,€
592,36528,Huevos Liderou Cat. 3,Frescos,Huevos Frescos,0.69€,Liderou,€
593,43047,Huevos XL - 6 uds,Frescos,Huevos Frescos,1.60€,Polleries El Pagès,€
594,30849,Huevos L Cat. 3 Gourmet,Frescos,Huevos Frescos,1.49€,Gourmet (Marca Blanca),€
595,39001,Floretes de Brocoli Findus,Refrigerado y Congelado,Congelado,1.99€,Findus,€
596,26143,Guisantes Extrafinos Findus,Refrigerado y Congelado,Congelado,1.99€,Findus,€
597,28969,Judía Entera ExtraFina Findus,Refrigerado y Congelado,Congelado,2.75€,Findus,€
598,26138,Espinacas con Pasas y Piñones Findus,Refrigerado y Congelado,Congelado,2.99€,Findus,€
599,47814,Pizza Bella Napoli Proscuitto Funghi Buitoni,Refrigerado y Congelado,Congelado,4.60€,Buitoni,€
600,27160,Canelones Caseros de Carne con Bechamel Maheso,Refrigerado y Congelado,Congelado,1.90€,Maheso,€
601,26137,Habas Baby Findus,Refrigerado y Congelado,Congelado,3.99€,Findus,€
602,26145,Setas con Ajo y Perejil Findus,Refrigerado y Congelado,Congelado,2.85€,Findus,€
603,27161,Lasaña Casera a la Boloñesa con Bechamel Maheso,Refrigerado y Congelado,Congelado,1.99€,Maheso,€
604,27180,Tempura de Verduras Maheso,Refrigerado y Congelado,Congelado,2.99€,Maheso,€
605,27681,Lomos de Bacalao Pescanova 300g,Refrigerado y Congelado,Congelado,5.10€,Pescanova,€
606,27165,Canelones Caseros con Carne y Bechamel Maheso,Refrigerado y Congelado,Congelado,4.40€,Maheso,€
607,26175,San Jacobo La Cocinera,Refrigerado y Congelado,Congelado,3.69€,La Cocinera,€
608,26173,Nuggets con Rebozado Fino La Cocinera,Refrigerado y Congelado,Congelado,3.69€,La Cocinera,€
609,42427,Canelones con Foie y Trufa Maheso 300gr,Refrigerado y Congelado,Congelado,3.45€,Maheso,€
610,27162,Lasaña 4 Quesos con Bechamel Maheso,Refrigerado y Congelado,Congelado,2.30€,Maheso,€
611,27163,Lasaña Vegetal con Bechamel Maheso,Refrigerado y Congelado,Congelado,2.00€,Maheso,€
612,26166,Croqueta de Cocido con Jamón Serrano La Cocinera,Refrigerado y Congelado,Congelado,3.49€,La Cocinera,€
613,26167,Canelones de Carne La Cocinera,Refrigerado y Congelado,Congelado,3.99€,La Cocinera,€
614,27166,Canelones de Espinacas con Bechamel Maheso,Refrigerado y Congelado,Congelado,1.99€,Maheso,€
615,47815,Pizza Bella Napoli 4 Formaggi Buitoni,Refrigerado y Congelado,Congelado,4.59€,Buitoni,€
616,37133,Crunchy de Pollo,Refrigerado y Congelado,Congelado,2.09€,Fripozo,€
617,27175,Rollitos Vuelta y Vuelta Primavera Maheso,Refrigerado y Congelado,Congelado,2.48€,Maheso,€
618,26189,Canelones Espinacas y Queso La Cocinera,Refrigerado y Congelado,Congelado,3.99€,La Cocinera,€
619,53040,Helado de Nata y Chocolate Negro con Almendras de California Nuii (Pack 3 x 90ml),Refrigerado y Congelado,Congelado,3.49€,Nuii,€
620,26176,Canelones de Atún La Cocinera,Refrigerado y Congelado,Congelado,3.99€,La Cocinera,€
621,27164,Mussaka Maheso,Refrigerado y Congelado,Congelado,3.05€,Maheso,€
622,48515,Berenjena Rebozada Maheso 400 gr,Refrigerado y Congelado,Congelado,3.09€,Maheso,€
623,49433,Croquetas Artesanas de Jamón Ibérico La Cocinera 400g,Refrigerado y Congelado,Congelado,3.49€,La Cocinera,€
624,42428,Canelones de Setas Receta de Mamá Maheso 300gr,Refrigerado y Congelado,Congelado,2.69€,Maheso,€
625,26182,Delicias de Jamón y Queso La Cocinera,Refrigerado y Congelado,Congelado,3.39€,La Cocinera,€
626,48517,Miniempanadillas Maheso 330 gr,Refrigerado y Congelado,Congelado,1.99€,Maheso,€
627,49695,Helado Cono Kinder (Pack 4x90ml),Refrigerado y Congelado,Congelado,4.05€,Kinder,€
628,53041,Helano Mini Almendrado con Vainilla de Java Nuii (Pack 6 x 55ml),Refrigerado y Congelado,Congelado,4.10€,Nuii,€
629,29995,Chococlack Classic x4,Refrigerado y Congelado,Congelado,2.85€,Helados Nestlé,€
630,38593,Tarrina de Turrón Sin Azúcar,Refrigerado y Congelado,Congelado,1.99€,La Ibense,€
631,29868,Carte d'Or Dark Chocolate 1l,Refrigerado y Congelado,Congelado,3.15€,Carte d'Or,€
632,37062,Suprema de Atún Findus,Refrigerado y Congelado,Congelado,6.89€,Findus,€
633,41110,Suprema de Salmón Summum Findus,Refrigerado y Congelado,Congelado,8.99€,Findus,€
634,46781,Filetes de Dorada Summum Findus 200 gr,Refrigerado y Congelado,Congelado,6.19€,Findus,€
635,27686,Miniburger de Merluza sin Gluten Pescanova 360g,Refrigerado y Congelado,Congelado,2.70€,Pescanova,€
636,54782,Peskitos de Salmón Empanados Pescanova 300gr,Refrigerado y Congelado,Congelado,2.89€,Pescanova,€
637,57695,Tronquitos de Mar y Anguriñas Pescanova,Refrigerado y Congelado,Congelado,5.08€,Pescanova,€
638,26204,Anillos a la Romana Pescanova,Refrigerado y Congelado,Congelado,2.75€,Pescanova,€
639,27688,Varita Merluza Popcorn S/Gluten Pescanova 300g,Refrigerado y Congelado,Congelado,3.10€,Pescanova,€
640,14687,Anguriña de Pescanova,Refrigerado y Congelado,Congelado,2.19€,Pescanova,€
641,26224,Chipirón Troceado Pescanova,Refrigerado y Congelado,Congelado,3.98€,Pescanova,€
642,26209,Filetes de Merluza al Huevo Pescanova,Refrigerado y Congelado,Congelado,4.50€,Pescanova,€
643,27680,Chipirones Rebozados al Huevo Pescanova 250g,Refrigerado y Congelado,Congelado,3.03€,Pescanova,€
644,26222,Tronquitos de Mar Pescanova,Refrigerado y Congelado,Congelado,2.79€,Pescanova,€
645,26217,Pescado Filetes de Merluza sin Piel Pescanova,Refrigerado y Congelado,Congelado,3.95€,Pescanova,€
646,26207,Varitas de Merluza Pescanova,Refrigerado y Congelado,Congelado,2.35€,Pescanova,€
647,27685,Merluza Empanada Pescanova 340g,Refrigerado y Congelado,Congelado,3.20€,Pescanova,€
648,26205,Capricho a la Romana Pescanova,Refrigerado y Congelado,Congelado,2.95€,Pescanova,€
649,26206,Peskitos de Merluza Pescanova,Refrigerado y Congelado,Congelado,2.75€,Pescanova,€
650,27677,Calamar Limpio Pescanova 400g,Refrigerado y Congelado,Congelado,4.60€,Pescanova,€
651,26218,Corazones de Filete de Merluza Pescanova,Refrigerado y Congelado,Congelado,5.75€,Pescanova,€
652,26221,Filetes de Bacalao Pescanova,Refrigerado y Congelado,Congelado,6.78€,Pescanova,€
653,26213,Gambas Peladas Pescanova,Refrigerado y Congelado,Congelado,4.62€,Pescanova,€
654,34929,Gamba pelada Grand Krust 53/88 piezas - 600g,Refrigerado y Congelado,Congelado,12.00€,Grand Krust,€
655,39744,Yogur de Soja Plaisir de Chocolate Sojasun 4x120gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.97€,Sojasun,€
656,45306,Postre Vegetal de Chocolate Alpro Negro 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.99€,Alpro,€
657,48786,Helado Vegetal de Vainilla de Madagascar Alpro,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",5.99€,Alpro,€
658,14242,Yogur 0% Natural Activia 8x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.09€,Activia,€
659,14241,Yogur Natural Activia 8x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.09€,Activia,€
660,14251,Yogur con Frutos del Bosque Activia 4x120gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.09€,Activia,€
661,14249,Yogur con Fresas Activia Danone 4x120gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.09€,Activia,€
662,50061,Yogur Natural A Tu Gusto Danone 480gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.79€,Danone,€
663,36539,"Yogur Fresa, Macedonia, Plátano y Vainilla Danone 12x125gr",Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.79€,Danone,€
664,14215,Yogur Natural Azucarado de Danone 8x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.99€,Danone,€
665,14213,Yogur Coco de Danone 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.09€,Danone,€
666,43713,Yogur Griego Natural Azucarado Oikos 4x110gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.00€,Oikos de Danone,€
667,43711,Yogur Griego Fresa Oikos de Danone,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.09€,Oikos de Danone,€
668,43709,Yogur Griego Straciatella Oikos Danone,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.09€,Oikos de Danone,€
669,30040,Yogur con Quinoa y Semillas de Calabaza 0% Activia Fibras 4x120gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.09€,Activia,€
670,80181,Danonino de Fresa Eco 90gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.00€,Danonino,€
671,14292,Danonino Fresas de Danone 6x50gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.09€,Danonino,€
672,46532,Yogur Colado Natural 0% Receta Griega FAGE 170gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,FAGE,€
673,46533,Yogur Colado Natural 5% M.G. Receta Griega FAGE 170gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.75€,FAGE,€
674,48154,Yogur Natural 0% M.G. Receta Griega FAGE 1Kg,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",6.45€,FAGE,€
675,17042,Yogur Griego Natural La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.29€,La Fageda,€
676,25057,Yogur Líquido Azucarado La Fageda 650ml,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.79€,La Fageda,€
677,17034,Yogur Bífidus Desnatado La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.89€,La Fageda,€
678,17033,Yogur Desnatado de Limón La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.76€,La Fageda,€
679,35187,Yogur de Frambuesas y Lichi con Pétalos de Rosa Pastoret 150gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.55€,Pastoret,€
680,28413,Kéfir Pastoret 500gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,Pastoret,€
681,48485,Yogur al Estilo Griego Eco Pastoret 135gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.45€,Pastoret,€
682,45308,Yogur Vegetal de Melocotón/Piña-Maracuyá Alpro 500gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.99€,Alpro,€
683,48149,Yogur Natural 0% M.G. Receta Griega FAGE 500gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.60€,FAGE,€
684,80179,Mousse con Chocolate y Coco Oikos (Pack 4x65gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.09€,Oikos de Danone,€
685,48288,Yogur Desnatado La Fageda (8x125gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.42€,La Fageda,€
686,48283,Yogur de Plátano La Fageda (8x125gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.00€,La Fageda,€
687,48285,Yogur de Limón La Fageda (8x125gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.00€,La Fageda,€
688,44366,Yogur Natural La Fageda Pack 12x125g,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",4.50€,La Fageda,€
689,48038,Yogur Natural La Fageda 8x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.00€,La Fageda,€
690,48287,Yogur Natural sin Lactosa La Fageda (8x125gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.00€,La Fageda,€
691,33188,Yogur Natural sin Lactosa La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,La Fageda,€
692,33186,Yogur Desnatado de Fresa La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.76€,La Fageda,€
693,17030,Yogur de Fresa La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,La Fageda,€
694,48281,Yogur de Fresa La Fageda (8x125gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.00€,La Fageda,€
695,17027,Yogur Natural La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,La Fageda,€
696,17032,Yogur de Plátano La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,La Fageda,€
697,17029,Yogur Azucarado La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,La Fageda,€
698,48284,Yogur Azucarado La Fageda (8x125gr),Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.00€,La Fageda,€
699,17043,Yogur Griego Azucarado  La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.29€,La Fageda,€
700,17028,Yogur Desnatado La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.76€,La Fageda,€
701,17035,Yogur Bífidus Natural La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.89€,La Fageda,€
702,17044,Yogur Griego Fresa  La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.43€,La Fageda,€
703,17031,Yogur de Limón La Fageda 4x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.55€,La Fageda,€
704,25055,Yogur Líquido de Limón La Fageda 650ml,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.97€,La Fageda,€
705,25056,Yogur Líquido de Fresa La Fageda 650ml,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.00€,La Fageda,€
706,48037,Yogur Griego Pastoret 3x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.07€,Pastoret,€
707,48035,Yogur con Melocotón y Maracuyá Pastoret 2x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.24€,Pastoret,€
708,35191,Yogur de Coco y Piña Ecológico Pastoret 135gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.34€,Pastoret,€
709,48486,Creme Fraiche Pastoret 500gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",3.49€,Pastoret,€
710,48033,Yogur Natural 0%MG Pastoret 3x125gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",1.71€,Pastoret,€
711,48286,Yogur de Mango Ecológico Pastoret 2x135gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.54€,Pastoret,€
712,48290,Yogur de Arándanos Ecológico Pastoret 2x135gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.54€,Pastoret,€
713,35196,Yogur de Limón y Hierbabuena Pastoret 150gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.29€,Pastoret,€
714,48482,Yogur Natural Eco Pastoret 500gr,Refrigerado y Congelado,"Yogures, Mantequillas y Natas",2.30€,Pastoret,€
715,14592,Pechuga de Pavo Finíssimas de Campofrío,Refrigerado y Congelado,Charcutería y Embutidos,1.74€,Campofrío,€
716,14624,Jamón Cocido Finíssimas de Campofrío,Refrigerado y Congelado,Charcutería y Embutidos,1.79€,Campofrío,€
717,30843,Lonchas de Jamón Serrano G. Reserva Campodulce,Refrigerado y Congelado,Charcutería y Embutidos,3.85€,Campodulce,€
718,7903,Jamón Ibérico de Cebo Azuaga,Refrigerado y Congelado,Charcutería y Embutidos,6.17€,Azuaga,€
719,31376,Pechuga de Pavo Finíssimas Braseado Campofrío,Refrigerado y Congelado,Charcutería y Embutidos,1.86€,Campofrío,€
720,44058,Pechuga Pollo Finissimas Campofrío 115 g,Refrigerado y Congelado,Charcutería y Embutidos,1.75€,Campofrío,€
721,47266,Pierna de Pavo Extra Natural,Refrigerado y Congelado,Charcutería y Embutidos,2.33€,Carns i Xarcuteria Escofet Oliver,€
722,42929,Jamón cocido extra,Refrigerado y Congelado,Charcutería y Embutidos,2.09€,Carns i Xarcuteria Escofet Oliver,€
723,55449,Virutas de Pechuga de Pavo Extra,Refrigerado y Congelado,Charcutería y Embutidos,2.54€,Carns i Xarcuteria Escofet Oliver,€
724,55450,Virutas de Jamón Cocido Extra,Refrigerado y Congelado,Charcutería y Embutidos,1.80€,Carns i Xarcuteria Escofet Oliver,€
725,42932,Pechuga de Pavo cocida,Refrigerado y Congelado,Charcutería y Embutidos,2.69€,Carns i Xarcuteria Escofet Oliver,€
726,38173,Bandeja de Embutidos Catalanes Surtidos,Refrigerado y Congelado,Charcutería y Embutidos,10.99€,Escofet Oliver,€
727,25957,Jamón Cocido Extra - corte fino,Refrigerado y Congelado,Charcutería y Embutidos,2.95€,Escofet Oliver,€
728,25809,Pechuga de Pavo Extra - corte grueso,Refrigerado y Congelado,Charcutería y Embutidos,2.95€,Escofet Oliver,€
729,25811,Jamón Cocido Extra - corte grueso,Refrigerado y Congelado,Charcutería y Embutidos,2.85€,Escofet Oliver,€
730,27886,Pechuga de Pavo Extra - Virutas,Refrigerado y Congelado,Charcutería y Embutidos,3.19€,Escofet Oliver,€
731,27885,Jamón Cocido Extra - Virutas,Refrigerado y Congelado,Charcutería y Embutidos,2.65€,Escofet Oliver,€
732,25956,Pechuga de Pavo Extra - al Corte fino,Refrigerado y Congelado,Charcutería y Embutidos,2.99€,Escofet Oliver,€
733,49959,Pechuga de Pavo Extra Alós Corte Grueso 150gr,Refrigerado y Congelado,Charcutería y Embutidos,3.74€,Cansaladeria Alós,€
734,49960,Pechuga de Pavo Extra Alemana Corte Grueso 150gr,Refrigerado y Congelado,Charcutería y Embutidos,4.04€,Cansaladeria Alós,€
735,49906,Pechuga de Pavo Extra Alemana Corte Fino 150gr,Refrigerado y Congelado,Charcutería y Embutidos,4.04€,Cansaladeria Alós,€
736,49889,Pechuga de Pavo Extra Alós Corte Fino 150gr,Refrigerado y Congelado,Charcutería y Embutidos,3.74€,Cansaladeria Alós,€
737,49914,Muslo de Pavo Alós Corte Fino 150gr,Refrigerado y Congelado,Charcutería y Embutidos,3.29€,Cansaladeria Alós,€
738,49908,Jamón Cocido Extra La Selva Buffet  Corte Fino 150gr,Refrigerado y Congelado,Charcutería y Embutidos,3.29€,Cansaladeria Alós,€
739,49907,Jamón Cocido Extra Alós Corte Fino 150gr,Refrigerado y Congelado,Charcutería y Embutidos,2.69€,Cansaladeria Alós,€
740,49961,Jamón Cocido Extra Alós Corte Grueso 150gr,Refrigerado y Congelado,Charcutería y Embutidos,2.69€,Cansaladeria Alós,€
741,49962,Jamón Cocido Extra La Selva Buffet Corte Grueso 150gr,Refrigerado y Congelado,Charcutería y Embutidos,3.29€,Cansaladeria Alós,€
742,24563,Pechuga de Pollo Grand Bouquet Noel,Refrigerado y Congelado,Charcutería y Embutidos,1.89€,Noel,€
743,22440,Pechuga de Pavo Delizias Noel,Refrigerado y Congelado,Charcutería y Embutidos,1.99€,Noel,€
744,22441,Jamón Cocido Delizias Noel,Refrigerado y Congelado,Charcutería y Embutidos,1.99€,Noel,€
745,34182,Pechuga de Pavo Finas Grand Bouquet bajo en grasa y Sal Abre Fácil,Refrigerado y Congelado,Charcutería y Embutidos,2.15€,Noel,€
746,30252,Jamón Cocido Grand Bouquet Noel,Refrigerado y Congelado,Charcutería y Embutidos,1.85€,Noel,€
747,42049,Pechuga Pollo Finas Grand Bouquet bajo en grasa y Sal Abre Fácil 170 gr,Refrigerado y Congelado,Charcutería y Embutidos,2.09€,Noel,€
748,41376,Jamón Cocido Finas Grand Bouquet Bajo sal-grasa 100 gr,Refrigerado y Congelado,Charcutería y Embutidos,1.19€,Noel,€
749,14591,Jamón Cocido en Lonchas de Casa Tarradellas,Refrigerado y Congelado,Charcutería y Embutidos,1.75€,Casa Tarradellas,€
750,14612,Jamón de Pavo de Campofrío,Refrigerado y Congelado,Charcutería y Embutidos,3.19€,Campofrío,€
751,46599,Snacks Pavoninos Campofrío 125 gr,Refrigerado y Congelado,Charcutería y Embutidos,2.10€,Campofrío,€
752,47811,Lonchas Finíssimas Jamón Cocido Campofrio 170 gr,Refrigerado y Congelado,Charcutería y Embutidos,2.69€,Campofrío,€
